Fees,School,County,Sat2015,Uni2015,Progression,UCD,TCD,DCU,UL,Maynooth,NUIG,UCC,St Angelas,QUB,UU,Blanch.IT,NatColIrl,Dublin.IT,Tallaght.IT,Athlone.IT,Cork.IT,Dundalk.IT,GM.IT,IADT,Carlow.IT,Sligo.IT,Tralee.IT,Letterkenny.IT,Limerick.IT,W.IT,Marino,CoICollEd,MaryI,NCAD,RCSI,SCHM
No,"Presentation Secondary School, Clochar Na Toirbhirte, Castleisland, Co Kerry",Kerry,26,19,0.730769231,1,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,1,0,0,0
No,"St Brigid's Secondary School, New Street, Killarney, Co Kerry",Kerry,85,61,0.717647059,0,1,1,11,1,3,22,0,0,0,0,0,0,1,0,6,0,0,0,0,0,8,0,1,1,0,0,5,0,0,0
No,"Scoil Chuimsitheach An Tochar, An Tochar, Tra Lí, Co Chiarraí",Kerry,113,81,0.716814159,0,1,0,17,0,1,15,0,0,0,0,0,1,0,0,6,0,2,0,0,0,33,0,1,2,0,0,2,0,0,0
No,"Castleisland Community College, Tonbwee, Castleisland, Co. Kerry",Kerry,41,29,0.707317073,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0
No,"St. Mary's CBS The Green, Dan Spring Road, Tralee, Co Kerry",Kerry,119,80,0.672268908,2,4,0,14,0,3,14,0,0,0,0,0,0,0,0,5,0,1,0,0,1,29,0,3,1,0,0,3,0,0,0
No,"An Scoil Idirmheanach, Cill Orglan, Co Chiarraí",Kerry,180,118,0.655555556,5,5,1,17,0,3,42,1,1,0,0,0,3,0,0,14,0,1,0,0,1,13,0,2,0,0,0,7,1,0,1
No,"St. Michael's College, Listowel, Co. Kerry",Kerry,23,15,0.652173913,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
No,"Killorglin Community College, Killorglin, Co Kerry",Kerry,29,18,0.620689655,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0
No,"Killarney Community College, New Road, Killlarney, Co Kerry",Kerry,63,39,0.619047619,0,0,1,5,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,1,0,15,0,0,0,0,0,1,0,0,0
Yes,"Clongowes Wood College, Naas, Co Kildare",Kildare,75,80,1.066666667,33,13,3,1,2,2,1,0,0,0,0,1,18,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Dominican College, Droichead Nua, Co Kildare",Kildare,121,124,1.024793388,29,17,20,7,5,8,2,0,0,0,1,4,19,4,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0
No,"Coláiste Chiarain, Pobail Scoil, Leim An Bhradáin, Co Chill Dara",Kildare,91,88,0.967032967,2,3,7,2,32,2,0,0,0,1,8,3,16,4,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0
No,"Coláiste Naomh Mhuire, Clochar Na Trocaire, Nas, Co Chill Dara",Kildare,126,121,0.96031746,9,22,14,1,14,2,4,1,0,0,4,3,19,2,0,1,1,3,1,16,2,0,0,0,0,1,0,0,1,0,0
No,"Ardscoil na Trionóide, Rathstewart, Athy, Co. Kildare",Kildare,125,120,0.96,6,5,11,9,17,5,1,0,0,0,1,1,5,1,0,0,2,2,2,35,0,1,0,2,13,1,0,0,0,0,0
No,"Mean Scoil Iognaid Ris, Scoil Na mBraithre, Naas, Co. Kildare",Kildare,144,133,0.923611111,18,10,10,6,21,5,1,0,0,0,2,4,25,6,0,0,0,0,2,18,1,0,0,0,2,0,0,0,0,1,1
No,"Confey Community College, Confey, Leixlip, Co Kildare",Kildare,118,105,0.889830508,8,2,9,0,39,1,0,0,0,0,11,0,21,6,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0
No,"Gael-Cholaiste Chill Dara, Seanbhóthar Luimnigh, Nas na Ríogh, Co. Chill Dara",Kildare,25,22,0.88,3,4,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
No,"Maynooth Post Primary School, Moyglare Road, Maynooth, Co. Kildare",Kildare,198,168,0.848484848,14,23,10,3,72,3,2,0,0,0,8,0,23,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,5,0,0
No,"Coláiste Lorcain, Castledermot, Athy, Co Kildare",Kildare,50,42,0.84,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,3,1,0,0,1,0,0
No,"Salesian College, Maynooth Road, Celbridge, Co Kildare",Kildare,103,86,0.834951456,9,2,2,1,41,1,0,0,0,0,7,0,14,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No,"St Wolstan's Community School, Ballymakealy, Clane Road, Celbridge",Kildare,131,109,0.832061069,7,21,7,0,34,1,2,0,0,0,3,0,14,5,1,1,1,1,2,2,0,0,2,0,0,0,0,0,4,1,0
No,"Cross and Passion College, Kilcullen, Co Kildare",Kildare,96,78,0.8125,8,4,9,7,6,3,3,0,1,0,0,0,11,1,3,0,1,0,1,11,0,0,1,1,4,0,0,0,3,0,0
No,"Patrician Secondary School, Newbridge, Co Kildare",Kildare,107,85,0.794392523,11,2,3,4,7,12,0,0,0,0,0,0,14,3,0,0,0,1,0,25,2,0,0,0,0,0,0,0,1,0,0
No,"Scoil Mhuire Community School, Clane, Naas, Co Kildare",Kildare,134,106,0.791044776,8,6,2,1,28,2,2,0,0,0,8,1,18,7,0,1,1,1,1,9,1,0,3,1,2,1,0,0,1,0,1
No,"Ardscoil Rath Iomgháin, Rathangan, Kildare",Kildare,117,91,0.777777778,6,4,5,7,12,2,1,0,0,0,3,0,5,4,7,1,2,8,1,12,0,1,0,1,6,0,0,2,0,1,0
No,"Scoil Dara, Cill Choca, An Nas, Co Chill Dara",Kildare,94,64,0.680851064,4,1,3,0,28,3,1,0,0,0,4,0,10,3,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
No,"Mean Scoil An Teaghlaigh Naofa, Droichead Nua, Co Kildare",Kildare,128,81,0.6328125,3,1,10,7,17,6,0,0,0,0,2,3,15,1,0,1,1,1,0,8,0,0,2,0,3,0,0,0,0,0,0
No,"Piper's Hill College,, Killashee,, Naas,, Co. Kildare",Kildare,122,74,0.606557377,6,2,5,0,11,1,0,0,0,0,2,0,15,9,0,1,0,2,0,13,0,0,0,1,4,0,1,0,0,1,0
No,"Kildare Town Community School, Dunmurray Road, Kildare,, Co. Kildare",Kildare,128,76,0.59375,8,1,2,4,9,3,0,1,0,0,0,2,15,5,1,0,1,1,0,11,0,0,0,1,7,3,0,0,1,0,0
No,"St Paul's Secondary School, Monasterevin, Co. Kildare",Kildare,45,22,0.488888889,0,3,1,0,2,2,2,0,0,0,0,1,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
No,"St. Farnan's Post Primary Sch., Prosperous, Naas, Co Kildare",Kildare,72,34,0.472222222,1,1,5,1,12,2,0,0,0,0,2,0,3,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0
No,"Athy Community College, Tomard, Athy, Co.Kildare",Kildare,35,16,0.457142857,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
No,"St Conleth's Community College, Droichead Nua, Co Kildare",Kildare,20,9,0.45,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,"Post Primary School,, Mc Swiney Road,, Curragh,, Co Kildare",Kildare,30,8,0.266666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
No,"Kilkenny College, Castlecomer Road, Kilkenny",Kilkenny,124,135,1.088709677,23,17,9,4,10,10,9,0,0,0,0,0,12,0,2,0,1,2,4,11,0,2,0,4,11,0,1,0,1,1,1
No,"St Kieran's College, College Road, Kilkenny",Kilkenny,110,119,1.081818182,16,2,11,8,8,1,21,0,0,0,0,0,7,0,0,3,0,0,1,11,0,1,0,2,23,0,0,3,0,1,0
No,"Scoil na mBraithre Criostaí, Sraid Seamais, Kilkenny",Kilkenny,114,117,1.026315789,12,2,3,18,6,2,17,0,0,0,0,0,5,0,1,5,0,0,0,12,0,0,0,4,27,1,0,1,0,0,1
No,"Presentation Convent, Secondary School, Kilkenny",Kilkenny,97,95,0.979381443,7,6,8,6,4,5,20,2,0,0,0,0,2,0,0,1,0,1,1,5,0,0,0,1,25,0,0,1,0,0,0
No,"Loreto Convent, Granges Road, Kilkenny",Kilkenny,133,120,0.902255639,27,6,15,10,6,4,15,3,0,0,0,2,4,0,0,2,1,1,0,5,0,1,0,0,15,0,0,0,1,2,0
No,"Coláiste Éamann Ris, Kilkenny Road, Callan, Co. Kilkenny",Kilkenny,40,32,0.8,2,0,1,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0
No,"Coláiste Mhuire, Johnstown, Co Kilkenny",Kilkenny,64,51,0.796875,3,0,0,12,2,0,2,1,0,0,0,0,0,0,1,3,0,2,1,1,0,1,1,5,13,0,0,3,0,0,0
No,"Castlecomer Commnunity School, Castlecomer, Co. Kilkenny",Kilkenny,97,76,0.783505155,13,2,8,8,2,1,5,0,0,0,0,0,3,0,0,0,0,1,0,11,0,1,1,0,18,0,1,0,1,0,0
No,"St Brigid's College, Calainn, Cill Chainnigh",Kilkenny,55,43,0.781818182,3,0,4,6,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,15,0,0,1,0,0,0
No,"Grennan College, Ladywell Street, Thomastown, Co Kilkenny",Kilkenny,60,42,0.7,4,1,3,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,2,1,15,0,0,0,0,0,0
No,"Coláiste Pobal Osraí, Bothar Urmhumhan, Cill Chainnigh",Kilkenny,24,15,0.625,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
No,"Scoil Aireagail, Ballyhale, Kilkenny",Kilkenny,39,24,0.615384615,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,0,0,0,11,0,0,0,0,0,0
No,"Coláiste Cois Siúire, Mooncoin, Co Kilkenny, Via Waterford",Kilkenny,31,17,0.548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0
No,"Duiske College, Graignamanagh, Kilkenny,",Kilkenny,24,13,0.541666667,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0
No,"Kilkenny City Vocational School, New Street, Kilkenny",Kilkenny,35,7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1
No,"Heywood Community School, Ballinakill, Portlaoise, Co Laois",Laois,94,93,0.989361702,12,1,5,14,2,6,7,0,0,0,0,0,3,0,0,2,0,6,0,16,0,1,0,9,9,0,0,0,0,0,0
No,"Scoil Criost Ri, Presentation Secondary School, Borris Road, Portlaoise",Laois,85,78,0.917647059,2,0,8,7,5,7,4,0,0,1,0,1,5,0,3,0,0,3,1,13,1,0,0,4,12,0,0,0,1,0,0
No,"Mountrath Community School, Dysartbeigh, Mountrath, Co. Laois",Laois,108,98,0.907407407,5,2,2,14,3,11,7,1,0,0,1,0,3,0,2,1,0,6,1,14,1,0,0,6,8,2,0,6,0,0,2
No,"St Mary's CBS, Borris Road, Portlaoise, Co Laois",Laois,75,63,0.84,3,1,2,4,6,9,1,0,0,0,0,1,3,0,1,1,0,2,0,17,0,0,0,1,9,0,0,1,0,0,1
No,"Clonaslee College, Clonaslee, Portlaoise, Co Laoise",Laois,37,28,0.756756757,0,0,0,1,0,3,0,0,0,0,0,0,1,1,5,0,0,6,0,3,0,3,0,2,3,0,0,0,0,0,0
No,"St.Fergal's College, Rathdowney, Portlaoise, Co Laoise",Laois,49,36,0.734693878,2,0,5,5,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,3,7,0,0,2,1,0,0
No,"Coláiste Iosagain Sec. School, Portarlington, Co. Laois",Laois,139,96,0.690647482,7,2,4,9,17,11,1,2,0,0,0,3,4,2,4,0,1,3,0,11,3,2,0,1,7,0,0,0,2,0,0
No,"Community School, Mountmellick, Portlaoise, Co. Laois",Laois,92,57,0.619565217,1,2,1,8,1,6,3,0,0,0,0,0,8,0,6,0,0,7,0,8,0,1,0,3,1,0,0,1,0,0,0
No,"Portlaoise College, Mountrath Rd, Portlaoise, Co Laois",Laois,53,27,0.509433962,2,0,1,2,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,0,2,1,3,0,0,0,1,1,0,0
No,"Lough Allen College, Drumkeerin, Carrick On Shannon, Co Leitrim",Leitrim,17,16,0.941176471,0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0
No,"Mohill Community College, Mohill, Co Leitrim",Leitrim,63,59,0.936507937,4,1,8,5,4,6,1,1,0,0,0,0,3,0,3,0,3,2,1,1,12,1,2,1,0,0,0,0,0,0,0
No,"Community School, Carrick-On-Shannon, Co. Leitrim",Leitrim,82,74,0.902439024,6,1,10,0,7,8,0,5,0,1,0,0,2,0,4,0,1,10,0,1,14,0,2,0,0,1,0,0,0,1,0
No,"St Clare's Comprehensive Sch, Manorhamilton, Co Leitrim",Leitrim,68,60,0.882352941,5,4,9,1,2,6,0,2,0,0,0,1,4,0,0,0,1,9,0,0,13,0,2,0,0,0,1,0,0,0,0
No,"Drumshanbo Vocational School, Drumshanbo, Carrick On Shannon, Co Leitrim",Leitrim,42,36,0.857142857,4,0,3,3,0,8,0,1,0,0,0,0,1,0,1,0,0,2,0,0,9,0,1,1,1,0,0,1,0,0,0
No,"Ballinamore Community School, Ballinmore, Co Leitrim",Leitrim,58,43,0.74137931,4,1,6,0,8,5,0,2,0,1,2,0,3,0,0,0,0,3,0,0,4,0,2,1,0,1,0,0,0,0,0
No,"Vocational School, Carrigallen, Co Leitrim, Via Cavan",Leitrim,45,29,0.644444444,2,0,2,0,0,4,0,0,0,0,0,0,1,0,2,0,1,10,0,0,6,0,1,0,0,0,0,0,0,0,0
No,"Gaelcholáiste Luimnigh, Meal Sior Anraí, Luimneach, Sir Harry's Mall",Limerick,77,86,1.116883117,3,2,1,41,0,2,5,0,0,0,0,0,1,0,0,4,0,1,0,2,0,0,0,11,0,0,0,12,0,0,1
No,"Ardscoil Rís, Brid De Brún, North Circular Road, Limerick",Limerick,121,126,1.041322314,8,4,0,54,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,16,0,1,1
No,"Crescent College Comprehensive, Dooradoyle, Limerick City",Limerick,145,150,1.034482759,10,5,3,52,0,10,10,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,35,1,0,0,13,1,0,3
Yes,"Glenstal Abbey School, Murroe, Limerick",Limerick,40,40,1,9,8,4,1,1,4,5,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
No,"Laurel Hill Coláiste Fcj, Cnoc Na Labhras, Luimneach",Limerick,61,61,1,4,3,0,20,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,1
No,"Castletroy Community College, Newtown, Castletroy, Co Limerick",Limerick,191,184,0.963350785,5,2,1,88,0,6,8,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,51,1,0,0,14,0,0,1
No,"John the Baptist C.S., Hospital, Co. Limerick",Limerick,143,133,0.93006993,0,3,0,36,2,3,22,0,0,0,0,0,1,0,0,12,1,1,0,0,0,7,0,25,6,0,0,13,0,0,1
No,"Mercy Community College, Rathkeale, Co. Limerick",Limerick,68,63,0.926470588,2,0,0,22,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,6,0,18,0,0,0,6,0,0,0
No,"St.Clement's Redemptorist College, Laurel Hill Avenue, South Circular Road, Limerick",Limerick,68,60,0.882352941,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,0,2,0,1,0
Yes,"Villier's School, North Circular Road, Limerick City",Limerick,106,92,0.867924528,11,9,2,22,0,12,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,25,1,0,0,2,0,0,1
No,"Scoil Mhuire agus Ide, Newcastle West, Co Limerick",Limerick,66,57,0.863636364,2,1,1,17,0,2,10,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,5,0,0,0,12,0,0,0
No,"St Munchin's College, Corbally, Limerick City",Limerick,73,62,0.849315068,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,3,0,0,0
No,"Coláiste Nano Nagle, Sexton Street, Limerick",Limerick,39,33,0.846153846,0,0,1,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,5,0,0,1
No,"Coláiste Íde and Iosaf, Abbeyfeale Community College,, Convent Street,, Abbeyfeale",Limerick,104,85,0.817307692,0,0,2,24,1,1,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,1,17,1,0,0,3,0,0,0
No,"Coláiste Mhuire, Askeaton, Co. Limerick",Limerick,70,57,0.814285714,0,2,1,20,1,2,3,2,0,0,0,0,0,0,1,2,0,1,0,1,0,3,0,13,2,0,0,3,0,0,0
No,"Coláiste Chiaráin, Croom, Co. Limerick",Limerick,100,81,0.81,2,0,2,30,0,2,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,3,0,27,1,0,0,6,0,0,1
No,"Scoil Pol, Cillfhionain, Cill Mhoceallog, Co Luimnigh",Limerick,34,27,0.794117647,1,0,0,9,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,2,0,0,4,0,0,0
No,"Laurel Hill Secondary School, South Circular Road,, Limerick",Limerick,107,83,0.775700935,1,2,0,29,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,16,0,0,0
No,"Salesian Secondary College, Pallaskenry, Co. Limerick",Limerick,90,66,0.733333333,0,2,0,19,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,26,3,0,0,6,0,0,0
No,"Scoil na Tríonóide Naofa, Doon, Co. Limerick",Limerick,112,81,0.723214286,2,0,0,23,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,24,8,0,0,13,0,0,0
No,"Hazelwood College, Dromcollogher, Co. Limerick",Limerick,98,67,0.683673469,1,1,0,18,0,3,10,0,0,0,0,0,0,0,2,14,0,1,0,0,0,5,1,6,0,0,0,5,0,0,0
No,"Ard Scoil Mhuire, Corbally, Limerick",Limerick,55,34,0.618181818,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9,0,0,0,4,0,0,1
No,"Mean Scoil Maria Auxiliatrix, Fernbank, North Circular Road, Limerick City",Limerick,49,30,0.612244898,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,3,0,0,1
No,"Coláiste Iosaef, Kilmallock, Co. Limerick",Limerick,76,46,0.605263158,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,13,4,0,0,9,0,0,0
No,"Desmond College, Newcastle West, Co. Limerick",Limerick,108,57,0.527777778,0,0,0,12,0,2,4,0,0,0,1,0,2,0,0,1,0,2,0,0,0,14,0,16,0,0,0,3,0,0,0
No,"Col.Mhic. na Braithre Criostai, Sraid Seasnain, Cathair Luimnigh",Limerick,83,40,0.481927711,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,3,0,0,0
No,"St Nessan's Community School, Moylish Park, Limerick City",Limerick,35,9,0.257142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0
No,"St Enda's Community School, Crossagalla, Kilmallock Road, Limerick City",Limerick,17,3,0.176470588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
No,"Cnoc Mhuire, Clochar Na Trocaire, Granard, Co Longford",Longford,66,65,0.984848485,5,2,7,4,6,3,0,0,0,0,1,0,8,1,7,0,3,3,0,2,11,0,1,0,0,1,0,0,0,0,0
No,"Méan Scoil Mhuire, Convent Road, Longford",Longford,96,89,0.927083333,10,7,11,1,12,15,0,0,0,0,0,0,1,0,10,0,1,4,0,1,9,0,2,1,0,1,0,1,1,1,0
No,"Community College, Lanesboro, Longford",Longford,31,25,0.806451613,1,0,1,0,2,3,0,0,0,0,1,0,0,0,5,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0
No,"Coláiste Naomh Mel, Longford",Longford,84,66,0.785714286,3,2,8,0,8,9,0,0,0,0,1,1,10,0,9,0,0,6,1,0,6,0,1,1,0,0,0,0,0,0,0
No,"Mercy Secondary School, Ballymahon, Longford",Longford,85,62,0.729411765,5,2,10,3,1,11,1,0,0,0,0,0,5,0,10,0,0,9,0,0,3,0,0,1,0,1,0,0,0,0,0
No,"Moyne Community School, Moyne, Co. Longford",Longford,102,68,0.666666667,6,1,7,2,5,8,0,2,0,0,1,2,4,1,8,0,0,4,1,2,13,0,1,0,0,0,0,0,0,0,0
No,"Ballymahon Vocational School, Ballymahon, Longford",Longford,52,23,0.442307692,1,0,2,0,1,5,0,0,0,0,0,0,2,0,6,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
No,"Templemichael College, Templemichael, Longford",Longford,22,7,0.318181818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,"Ardscoil Phadraig, Granard, Longford",Longford,29,6,0.206896552,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Yes,"Drogheda Grammar School, Eden View, Mornington, Drogheda",Louth,32,33,1.03125,1,0,1,0,9,4,0,0,0,0,0,0,8,0,0,0,5,0,2,0,1,0,0,0,1,0,0,0,1,0,0
Yes,"Dundalk Grammar School, Dundalk, Co Louth",Louth,80,77,0.9625,17,5,9,0,8,9,1,0,0,0,2,1,6,0,1,0,14,0,0,1,0,0,1,0,1,0,0,0,1,0,0
No,"Mean Scoil Naomh Uinseann, Seatown Place, Dundalk, Co. Louth",Louth,141,125,0.886524823,14,10,16,1,29,11,2,0,0,3,0,0,6,0,0,0,22,1,0,0,0,0,3,0,1,2,0,0,3,1,0
No,"St Mary's College, St. Mary's Road, Dundalk, Co. Louth",Louth,86,75,0.872093023,1,2,5,0,3,0,1,0,0,0,1,0,1,0,1,1,53,1,0,0,0,1,1,0,2,0,0,0,1,0,0
No,"St Louis Secondary School, Dundalk, Co Louth",Louth,95,81,0.852631579,3,2,5,1,11,3,0,0,0,0,0,1,4,1,1,2,35,2,1,1,1,1,1,2,0,2,0,0,1,0,0
No,"Our Lady's College, Greenhills, Drogheda, Co Louth",Louth,166,139,0.837349398,9,6,48,0,13,1,0,0,0,0,2,0,11,0,3,1,32,0,1,2,0,0,1,0,0,2,0,0,7,0,0
No,"De La Salle Secondary School, Dundalk, Co Louth",Louth,148,121,0.817567568,6,3,19,1,13,3,2,0,1,0,2,1,9,0,0,0,54,1,1,1,1,0,2,0,1,0,0,0,0,0,0
No,"St. Joseph's Secondary School, Newfoundwell, Drogheda, Co. Louth",Louth,107,85,0.794392523,2,4,7,0,12,3,1,0,0,0,0,1,10,0,0,0,38,0,2,2,1,0,2,0,0,0,0,0,0,0,0
No,"Sacred Heart School, Sunnyside,, Drogheda, Co Louth",Louth,75,59,0.786666667,5,4,11,2,13,2,1,1,0,0,0,0,3,0,0,0,13,0,0,0,1,0,0,0,0,1,0,0,2,0,0
No,"Coláiste Ris, Chapel Street, Dundalk, Co. Louth",Louth,88,69,0.784090909,5,2,12,0,4,1,0,0,1,1,1,0,3,0,0,0,35,0,0,0,0,0,2,0,0,1,0,0,1,0,0
No,"Bush Post Primary, Bush, Riverstown, Dundalk",Louth,86,62,0.720930233,5,3,6,0,5,0,1,1,0,0,0,0,3,0,0,0,31,2,0,2,0,0,0,0,0,1,0,0,1,1,0
No,"Ardee Community School, Ardee, Drogheda, Co Louth",Louth,111,76,0.684684685,1,2,8,0,7,1,1,0,0,0,0,1,8,0,1,0,38,0,1,2,0,0,1,2,0,1,0,0,1,0,0
No,"St Mary's Diocesan School, Beamore Road, Drogheda, Co Louth",Louth,129,86,0.666666667,4,7,13,0,5,1,0,0,0,0,2,2,6,0,3,1,37,0,1,0,0,1,0,1,0,0,0,0,2,0,0
No,"Scoil Uí Mhuirí, Dunleer, Drogheda, Co Louth",Louth,99,61,0.616161616,0,1,9,2,8,0,0,0,0,0,2,0,2,0,1,0,32,0,0,2,1,0,1,0,0,0,0,0,0,0,0
No,"St Oliver's Community College, Rathmullen Road, Drogheda, Co Louth",Louth,165,101,0.612121212,3,5,18,1,5,1,0,0,0,0,4,1,11,1,1,2,37,3,2,1,1,0,1,1,0,0,0,0,1,1,0
No,"O Fiaich College, Dublin Road, Dundalk, Co. Louth",Louth,40,20,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,"Secondary School, Balla, Castlebar, Co Mayo",Mayo,32,41,1.28125,1,0,1,1,1,15,0,0,0,0,1,0,0,0,1,0,2,11,0,0,6,0,0,0,0,1,0,0,0,0,0
No,"St Gerald's College, Newport Road, Castlebar, Co. Mayo",Mayo,69,79,1.144927536,6,5,3,14,1,21,0,0,0,0,0,0,3,0,0,0,0,11,0,0,10,1,0,1,0,0,0,2,0,1,0
No,"St Muredach's College, Sligo Road, Ballina, Co. Mayo.",Mayo,51,51,1,1,1,3,4,2,11,0,0,0,0,0,0,0,2,3,0,0,11,0,1,6,1,1,4,0,0,0,0,0,0,0
No,"St. Louis Community School, Kiltimagh, Claremorris, Co. Mayo",Mayo,82,81,0.987804878,6,5,11,9,5,5,1,0,0,0,0,0,5,0,5,0,1,10,1,0,6,0,3,4,0,1,0,2,0,1,0
No,"Coláiste Pobail Acla, Polranny, Achill Sound, Mayo",Mayo,49,48,0.979591837,1,0,3,1,2,10,0,0,0,0,1,0,0,1,0,2,0,9,2,0,14,1,0,1,0,0,0,0,0,0,0
No,"Jesus And Mary Secondary School, Gortnor Abbey, Crossmolina, Co Mayo",Mayo,66,64,0.96969697,5,0,7,8,7,7,2,0,0,0,0,0,4,0,3,1,0,10,1,2,4,0,0,2,0,0,0,1,0,0,0
No,"St Joseph's Secondary School, Castlebar, Co. Mayo",Mayo,43,41,0.953488372,4,5,1,2,2,12,0,1,0,0,0,0,2,0,2,0,0,4,0,0,3,0,0,0,0,0,0,1,1,1,0
No,"Coláiste Muire, Tuar Mhic Eadaigh, Clar Chlainne Mhuiris, Co. Mhaigh Eo",Mayo,32,30,0.9375,2,0,0,5,2,4,1,0,0,0,0,0,1,0,1,0,0,5,0,0,2,0,0,2,0,0,0,5,0,0,0
No,"Scoil Muire Agus Padraig, Swinford, Co.Mayo",Mayo,46,43,0.934782609,1,1,4,2,2,13,1,0,0,0,0,0,1,0,2,0,0,2,0,1,12,0,0,0,0,0,0,1,0,0,0
